TEXT,LABEL
b'Iran foreign minister says the country will not renegotiate its nuclear deal',Even
b'France and Germany at Loggerheads Over Trump Tariff Plan',Even
b'Hulu surpasses 20 million US subscribers',Positive
b'What this WWE billionaire learned from bankruptcy',Even
b'Oil flashing a sell sign for stocks?',Negative
b'GOP lawmakers put their medical skills to work after a deadly train crash',Even
b'Steel stocks rise ahead of potential trade announcement',Positive
b'China to further improve yuan cross-border transactions to facilitate trade',Positive
"b""South Korea on alert for 'US bullying' during trade talks""",Even
b'Rising commodity prices due to investment increase: Commerzbank',Positive
"b""Tax reform bonuses to lift retail stocks, Barclays says, upgrades Target, Lowe's""",Positive
b'construction jobs still booming',Positive
b'Retail industry was reason behind weak jobs report',Negative
"b'Pot stocks take a hit, but market watchers say theyll end in the green'",Negative
"b'Your first trade for Thursday, January 4'",Even
b'Half-ton butter sculpture unveiled at Pennsylvania Farm Show',Even
"b'US steel, aluminum execs are headed to the White House for a possible announcement on trade'",Positive
b'Soybeans are one way China could respond to metal tariffs',Negative
b'Sprint names Michel Combes as CEO and Marcelo Claure as executive chairman',Positive
b'Richard Bransons simple trick to come up with an idea for a successful business',Even
b'UPDATE 2-Microchip to buy Microsemi for about $8.35 bln',Positive
b'UPDATE 1-Petrobras to pay $2.95 bln to settle U.S. class action over corruption',Negative
"b""Cramer's guide to the sell-off: 'It's not the end of the world'""",Even
b'What to buy on a weak tape: 4 trades',Even
"b'""Fast Money"" final trades: C, SNAP and more'",Even
b'Spielbergs Ready Player One Debuts at No. 1 at Box Office',Even
"b'Chipotle downgraded to sell by UBS, citing worse brand perception than when food safety crisis began'",Negative
"b'Stocks making the biggest moves premarket: DWDP, BABA, BX, UPS, FB, MSFT, QCOM & more'",Even
"b""Here's why one bitcoin bear is turning bullish""",Even
"b""Lowe's bonuses: Here's what employees will receive""",Even
b'The Morning Ledger: U.S. Companies Squeezed by Rising Commodity Prices',Negative
b'Amazon gallops into the Kentucky Derby',Even
"b'WSJ City: Trumps Trade Agenda Brings Heightened Tensions, Apple Flexes Its Financial Muscles'",Negative
"b""Cramer: Snap's conference call was like SNL parody""",Even
b'Fed holds rates steady but points to higher inflation',Negative
b'A Tight Rein on Finances Helps Bosch Keep Up with Rivals - CFO Journal. - WSJ',Positive
"b""Four of the world's largest automakers want to bring the 'blockchain' to your car""",Even
b'How Americas Biggest Broadcaster Is Using Local News to Boost Trumps Agenda',Even
b'Cloud Revenues See Sharper Gains - CIO Journal. - WSJ',Positive
b'Chinas Space Station Wasnt the End. Three More Satellites Expected to Crash to Earth This Week',Even
"b""'Disrgraced' : Pelosi demands removal of Rep. Nunes as House Intelligence chair over Russian probe""",Even
b'Ebay posts loss for holiday quarter as it books $3.1 billion tax charge',Negative
"b""Kohl's earnings beat on the top and bottom lines""",Positive
b'MAG: Nuns exploited for cheap Church labor...',Even
b'Huawei distances itself from CEO comments after he goes off-script and rages over US snub',Even
b'UK rules out holding second part of inquiry into press ethics',Even
b'Best Buy posts higher comparable sales during key holiday quarter',Positive
b'Credit Suisse: Investors are worrying too much and are going to miss out on big market upside ahead',Even
b'Trump replacing Ty Cobb with Clinton impeachment lawyer Emmet Flood: NYT',Even
b'Think Youre Too Old to Found a Startup? Think Again',Even
b'China Iron-Ore Futures Open to Outside World',Even
"b'Agriculture is a good niche sector, says investor'",Positive
"b""After a year of Macron, start-up hum grows at Paris's Station F""",Even
b'Activision Blizzard reports 15.7 percent rise in adjusted revenue',Positive
"b""Here are highlights of Elon Musk's strange Tesla earnings call: 'They're killing me'""",Even
"b'Problems Near, Far Ram Hong Kong Stocks'",Even
"b""Bannon calls Trump Jr. meeting with Russians 'treasonous': book""",Even
"b""Oil prices are poised to fall because there's little left to do but sell""",Negative
"b'If you invested $1,000 in Disney 10 years ago, heres what youd have now'",Even
"b'Big Tech Sends Nasdaq to New Record High: CEO Daily for January 3, 2018'",Positive
b'Square drops 6 percent after issuing a disappointing forecast',Negative
b'See Harrowing Footage of Icy Floods Along East Coast',Even
b'Colbert and Noah are all set for Trumps Most dishonest and corrupt media awards',Even
"b""Brazil threatens 'action' to protect interests after Trump tariff move""",Even
b'Oil and gas sectors drop on steel and aluminum tariff news',Negative
b'Why companies with more female executives make more money',Even
b'US Ag Secretary seeks to calm farmers after Trump biofuel talks',Negative
b'raceAhead: Eliminating Bias Through Checklists',Even
b'Forget Face ID. The Future of Secure Authentication Is Your Voice',Even
"b""'A competitor will be removed' from the market if Sprint and T-Mobile are allowed to merge: Analyst""",Even
b'Brazilian agency requires Apple to inform consumers on batteries',Negative
b'This Company Is Set to Become a Driving Force Behind Fully Autonomous Vehicles',Positive
"b""Cramer: AMD's CEO will 'take advantage' ",Positive
b'Tesla guidance disappoints',Negative
"b'Trump-Bannon Feud Is the Death of Truth: CEO Daily for January 5, 2018'",Even
b'Justice Dept launches new Clinton Foundation probe: The Hill',Even
"b'HUD chief Ben Carson moves to cancel order for $31,561 executive dining room set'",Even
b'The countrys most innovative bar is serving a $27 cocktail packaged in a pillow of bagel air',Even
b'Spotify reaches 70 million subscribers',Positive
"b""Winter storm forces world's largest passenger jet to divert to small New York airport""",Negative
"b""Trump's offshore drilling plan could help the Democrats, says expert""",Even
"b""Cramer pinpoints stocks that are feeding the market in 'beast mode'""",Even
"b""Apple's cash pile hits $285.1 billion, a record""",Positive
"b'Ryan says progress on spending talks, sees another another stopgap measure'",Even
b'Overall growth profile for China looks quite stable: Economist',Positive
"b""Planet Fitness CEO says scale has become ultimate 'competitive advantage'""",Positive
"b""Here's what to expect at CES this year: Smart homes, robots, TVs, and more""",Even
"b""China won't be prioritizing growth this year, economist says""",Even
b'E. coli outbreak linked to romaine lettuce frustrates produce industry',Negative
"b'Google, Microsoft, and Amazons Trade Group Joining Net Neutrality Court Challenge'",Even
b'BRIEF-Google Says Its Project Zero Security Team Last Year Discovered Vulnerability Affecting Modern Microprocessors - Blog',Even
"b'In Africa, scant data protection leaves internet users exposed'",Negative
"b""REFILE-UPDATE 1-Four Fed rate hikes this year would be 'gradual' -Dudley""",Negative
b'Amazon could buy Target in 2018: Gene Munster',Positive
b'GRAINS-Cold concerns spark U.S. wheat futures rally;',Positive
b'Are You Eating Sustainable Fish? Blockchain May Provide the Answer',Even
"b""This bull market will continue to all-time highs: CFRA's Sam Stovall""",Positive
"b""Dow Hits 25000: Here's Why It Matters""",Even
"b""Here's who is benefiting from Chipotle's food safety woes""",Negative
b'The Final Call: Biotech & more',Even
"b""Sessions pushes back on Trump's criticism over his 'disgraceful' handling of the FBI""",Even
"b'This popular bitcoin strategy is flawed and hurts investors, analyst Nick Colas warns'",Negative
"b""China's WeChat denies that it's storing users' chats""",Negative
"b""Iran's Protests: What's Next?""",Even
b'How to short bitcoin',Even
"b""UPDATE 1-Brazil's Santander rural loans rise to $4 bln in 2017""",Positive
b'Brazil 2017 home prices fall for first time in at least a decade',Negative
b'UPDATE 5-Petrobras to pay $2.95 bln to settle U.S. corruption lawsuit',Negative
b'Vale is negotiating BHP exit from Samarco venture -sourceGG',Positive
"b'Solid US job growth expected in December, with wages seen rising'",Positive
b'The most popular free apps to keep you healthy in 2018',Even
"b'raceAhead: Zuckerbergs New Resolve, Genocide Spurred on By Facebook Posts and Toxic Femininity'",Even
"b'Stocks making the biggest moves premarket: BBY, KSS, HOG, BID, NWL, WMT, CRM & more'",Even
"b'As tech rallies on, market watchers say Netflix and Micron are the two names to buy'",Positive
b'Heres what Wall Street analysts thought of Apples earnings report',Even
"b""Time for a sober reassessment of the markets: NYT's Jim Stewart""",Negative
b'DECEMBER JOBS: +148K...',Even
"b""Last year's S&P 500 losers could be prime for speculation""",Even
"b""Cramer: The S&P 500's winners for 2017 could still have room to run this year""",Positive
"b'Art Cashin on Dow 25,000'",Even
b'Weinstein Company close to selling itself for less than $500 million: Report',Even
b'Another tiny digital coin leaps into the top 10 cryptocurrencies',Even
b'China ETFs market warning',Negative
"b""Self-made millionaire: Once you have some money, here's what to do""",Even
"b'Defending his bombshell Trump book, Wolff says people describe the president like a child'",Even
"b""Trump: Reimbursement for porn star hush money was paid to Cohen through a 'retainer,' not from the campaign""",Even
"b'This new financial cyberscam costs victims an average $130,000 for each attack'",Negative
b'10-year study finds that this is the fastest way to become a CEO',Even
b'Trump likes to cite black employment data as a positive economic indicator. It just got worse',Even
"b'Bitcoin is bottoming, expect a 70 percent surge: Trader'",Positive
"b'Kenya police arrest opposition member present at Odinga\'s ""swearing in"" - Reuters'",Even
"b""Google just placed a $120 million bet on China's e-sports market""",Positive
b'Theres a battle of tax codes raging  the US and China just upped the arms race',Even
b'Services sector growth slows more than expected in December',Negative
"b'Neiman Marcus names Geoffroy van Raemdonck CEO, replacing Karen Katz'",Positive
b'Bitcoin lost 30 percent of its value in January. How to not panic',Negative
b'Rep. Adam Schiff: Republicans altered classified Trump-Russia memo',Even
"b""Icahn says he has a large position in Rubbermaid maker Newell, calls stock 'undervalued'""",Positive
b'Overstock.com drops 10% after revealing SEC investigation into cryptocurrency token sale',Negative
b'Sensitivity Training for Madison Avenue',Even
b'Sprint names Michel Combes as president and chief financial officer',Positive
"b""Fed's Brainard warns about high asset prices even after the stock market correction""",Negative
b'Attorneys general from 11 U.S. states vow to defend auto efficiency standards',Even
"b""CMS' Verma: Its time health care caught up to other industries to aid consumers""",Even
b'Broadcom said to view Qualcomm earnings as concerning: Sources',Negative
b'HBO has more than 5 million online streaming subscribers',Positive
b'US trade deficit rises more than expected to a near 6-year high on record imports',Negative
"b""Fundamentals won't be quite as bad for retailers this year: Analyst""",Positive
"b""Evercore's Stephen Kim on the top homebuilder winners from tax reform""",Even
"b'""Fast Money"" final trades: WMT, VRX and more'",Even
"b'Intels the worst performing Dow stock Wednesday, but technician says buy the dip'",Even
b'Deep freeze across the US',Negative
"b""Cramer's lightning round: Stop talking, start buying Raytheon""",Even
b'Barnes & Noble Shares Plunge 15% On Dismal Holiday Season Sales',Negative
"b'GRAINS-Wheat extends gains into sixth straight session, near 7-month high'",Positive
b'Boeing and these other stocks may actually be able to survive a trade war',Even
"b'SIERENTZ HOLDING LAUNCHES AGRICULTURE PRODUCTS TRADING UNIT SIERENTZ GLOBAL MERCHANTS (SGM), HEADQUARTERED IN SWITZERLAND -CEO'",Even
b'Jaguars answer to Teslas Model X has a cool Alexa skill and over-the-air updates',Positive
"b""Jobless number sends 'good message' about economy, says specialist""",Positive
b'Kloza: Head fake in the oil market could cut rally short',Negative
b'Commentary: Philip Morris Says It Wants to Quit Cigarettes. But Its Just Blowing Smoke.',Even
"b""4 Fed rate hikes this year would be 'gradual': Dudley""",Negative
"b""Goldman: 'Good chance' this leads to NAFTA withdrawal""",Negative
"b'US suspending security aid to Pakistan, State Department says'",Even
"b'GRAINS-K.C. wheat hits six-week top,'",Positive
"b'Stocks making the biggest moves in premarket trading: SNAP, TSLA, DPZ, ROKU & more'",Even
"b""This Kevin O'Leary backed 28-year-old brings in 6 figures a year selling potatoes through the mail""",Even
b'AllianceBernsteins Highway Men To Live Large in Nashville',Even
b'Renewables are fully competitive with fossil fuels: rsted CEO',Even
"b'UPDATE 1-World food prices steady in January, cereal output seen at record high - UN FAO'",Positive
b'The greenback gets whacked',Even
b'U.S. government seeks end to Supreme Court privacy fight with Microsoft',Negative
"b'Hackers Steal Credit Card Information for More Than 5 Million Saks Fifth Avenue, Lord & Taylor Shoppers'",Negative
b'Japanese cryptocurrency exchanges in the spotlight after $500 million hack',Even
"b""A-Rod feels like the sixth 'Gronk' brother after investing with Chris Gronkowski on 'Shark Tank'""",Even
b'Best wage growth since 2009 spurs talk of more Fed rate hikes',Positive
"b""'How's your 401(k) doing?' It's a good question to ask right now""",Even
"b'Tariff is about China, says Jim Cramer'",Even
"b""Steel tariffs won't help Trump achieve his goal of 'American energy dominance,' oil industry warns""",Even
b'Stocks dropping for fourth day on trade fears',Negative
b'Brazil court largely upholds law that some fear hurts Amazon',Negative
b'The $10 trillion dollar bull case for cryptocurrecies',Positive
b'FDA orders mandatory recall of herbal supplement kratom after a firm refused to do it voluntarily',Negative
b'Markets open higher as Dow crosses 25K',Positive
b'Positions on Asian currencies pull back on resurgent dollar: Reuters poll',Negative
b'Spotify is on pace for its worst day since going public after first earnings report',Negative
b'Dell confirms talks with VMWare for potentially huge tech deal',Positive
"b'Stocks making the biggest moves premarket: MRK, EL, AMZN, GOOGL, AAPL, V & more'",Even
"b""Federated: Dow, S&P and Nasdaq blow through records, and it's only getting started""",Positive
b'U.S. agriculture markets jump as frigid weather blankets farm belt',Negative
b'Cramer Remix: Common sense can make you money in this market',Even
b'Theyre Pretty. Monaco Grand Prix Says Grid Girls Are Here to Stay',Even
b'Little-known investing concept critical to buying stocks',Even
b'Why investing for kids can have huge payoff',Even
b'This map shows where people are suffering financially from student debt',Even
"b'RPT-U.S., China rivalry poses risks, benefits for Latin America'",Negative
"b""For retirees, here's how to score a side gig""",Even
b'Albertsons to roll out Plated meal kits to hundreds of its stores by end of year',Positive
"b'The market analyst who called the correction sees a lost decade ahead, but one group will win'",Even
"b""Why a 'blue wave' in the midterm elections won't be enough""",Even
b'The wrong investments are sabotaging your retirement plans',Even
"b""Facebook shares jump after Zuckerberg says data scandal has had no 'meaningful impact'""",Positive
"b""Why leaders should 'never lower the bar,' according to one management expert""",Even
b'Palestinian migrant gets life sentence for supermarket stabbing in Germany',Negative
"b'US adds 200,000 jobs in January, beating expectations  wages jump'",Positive
"b""Friday's jobs report could carry an inflationary surprise""",Negative
b'Why the bank trade in 2018 will hinge on the rule of 3',Even
"b""Treasury Secretary Mnuchin says there is the possibility of a trade war with China, but that's not the objective""",Negative
b'Japanese online brokerage to buy Coincheck for 3.6 billion yen',Positive
"b'Guggenheim investment chief sees recession, 40% plunge in stocks ahead'",Negative
b'Malaysian Prime Minister Dissolves Parliament to Make Way for Elections',Negative
b'Cambridge Analytica is shutting down',Negative
b'Feeding the beast with a bank earnings kicker',Even
"b""Under fire, Bannon backs off explosive comments about Trump's son""",Even
b'Giant oil companies put exploration on the back burner',Negative
b'San Francisco is so expensive that working adults are moving into dorms',Even
b'Energy transition takes decades: Amin Nassar',Even
b'Trump could have a scheduling conflict for his own military parade',Even
b'Eric Trump says Steve Wynn did the right thing stepping down as RNC finance chair',Even
"b""China may be using US soybeans to hit Trump's political base""",Negative
"b""Thousands expected to march in support of South Africa's Zuma at court appearance""",Even
"b""Here's how to maximize those retirement 'sweet spot' years""",Even
"b""Chinese state media claims victory in trade dispute so far, saying Beijing's tariffs will hurt Trump voters""",Negative
b'I spent an 11-hour day with a tax pro during tax seasonheres the most surprising thing I learned',Even
b'Amazon and UPS have been quietly fighting over the post offices cost structure  long before Trump',Even
b'Heres what happens to shares of companies that Trump attacks',Even
b'Brazil state fines Anglo American 125.6 mln reais over pipeline leak',Negative
b'US factory orders rise for fourth straight month',Positive
"b'Despite rising oil prices, one OPEC producer has announced new measures to protect foreign reserves'",Positive
b'GRAINS-Soybeans edge higher',Positive
b'US exports at record high could derail global oil market this year: Kloza',Negative
"b'Sears Holding, Delta Air hit by customer data breach at tech firm'",Negative
"b""Here's how we'll know when it's an actual trade war""",Negative
"b'World food prices steady in January, cereal output seen at record high - UN FAO'",Even
b'Tesla is parked in a bear market ahead of earnings. These are the levels to watch out for',Negative
"b'Tesla burns through $6,500 every minute. This is the guy trying to rein in the cash crisis'",Negative
"b'Companies hire 204,000 more workers in April despite signs of tightening job market: ADP'",Positive
"b""JD.com's shares slide as investments, competition eat into profits""",Negative
"b""'It's going to change our lives,' financial advisor says about blockchain""",Even
"b""UPDATE 1-Dubai's DAMAC hires banks to set up investor meetings before dollar sukuk - Reuters""",Even
b'PHOTOS: A Look at Martin Luther Kings Assassination 50 Years Ago Today',Even
"b'The Wall Street Journal: Activist Elliott Management reveals over $1 billion stake in Hyundai, praises clearer reorganization'",Positive
b'The new tax law is a mixed bag for your company benefits',Even
b'Volatile Stock Market Rolls Into the Sell in May Stretch - MoneyBeat - WSJ',Even
"b""Cramer: T-Mobile's John Legere could be the ticket to Sprint merger approval""",Even
b'This Is Your Guide to Buying Bitcoin',Even
"b""Cold weather burst could lift shares of Domino's Pizza and North Face maker, history shows""",Positive
"b'Trumps offshore drilling plan juices up the Democrats in upcoming elections, says expert'",Even
"b""Cramer: Watch these risky trades to track progress in the US vs. China 'trade war'""",Even
b'Deutsche Bank Is Leaning Toward Christian Sewing as Next CEO',Positive
"b'Trump Must Back Up Syria Tough Talk or Look Weak, Sen. Lindsey Graham Says'",Even
"b""Facebook suspends Canadian firm AggregateIQ after it may have 'improperly' had access to user data""",Negative
"b""House panel investigating Pruitt's condo rental""",Negative
b'Kyrgyz leader fires security boss in sign of ruling party rift',Even
"b""Deutsche Bank's Sewing to become new group CEO - source""",Positive
"b'Fire breaks out on 50th floor of Trump Tower, with at least 1 reported injury'",Negative
b'Russian stocks crash on new sanctions; ',Negative
b'Aluminum prices soar on penalties to global producer Rusal',Positive
"b'Europes Boom Reawakens Debt Worries, German Steel Town Fears Tariffs, Hungarys Orban in Big Election Win'",Negative
"b""Justice Department to allow Bayer's acquisition of Monsanto: Dow Jones""",Positive
"b""Sen. Kennedy: I hope Mark Zuckerberg doesn't 'pull things out of his orifices' when testifying""",Even
"b""Billionaire mall owner: 'Amazon has been great for retail'  and here's why""",Positive
"b'Machinery, truck makers poised to be big winners from Trump infrastructure push: Morgan Stanley'",Positive
b'Southwest plane with a cracked window diverts to Cleveland',Negative
b'The Morning Risk Report: U.K. to Target Scottish Firms in Money-Laundering Crackdown',Negative
"b""Spain's Basque region militant group ETA announces it has completely dissolved""",Even
b'Eletrobras reaches initial settlement in US class action case - Reuters',Negative
b'US officials head to China for bilateral trade talks',Positive
"b'Hasbro is said to acquire Power Rangers, other franchises from Saban'",Positive
"b'Apple is testing a key level ahead of earnings, and it could signal more pain for the stock'",Negative
b'Banks See Crude Prices Rising This YearEnergy Journal',Positive
b'Investors Exit U.S. Equity Funds for Third Straight Month',Negative
"b'Key Figures (Wednesday Crossword, May 2)'",Even
"b""Verizon's Oath is 'doubling down' on Amazon's cloud""",Positive
"b'Amazon plans more Prime perks at Whole Foods, and it will change the industry'",Positive
"b""China's top economic advisor to meet with Trump's team""",Positive
b'U.S. State Department adds three people affiliated with al Qaeda to terrorist list',Even
b'U.S. Stock futures higher as U.S.-China trade war fears ease',Positive
b'Ohio company recalls more than 7 tons of BBQ beef',Negative
"b""Here's why the old Sell in May adage is really a no-brainer this year""",Even
b'Arizona Teachers May Finally End Their Week-Long Statewide Strike',Even
"b'Apple beats expectations, quelling sales worries'",Positive
"b""U.S. safety agency says 'did not assess' Tesla Autopilot effectiveness""",Even
b'Neurontin prescriptions surge amid opioid crisis',Positive
b'PHOTOS: A Look at Martin Luther Kings Assassination 50 Years Ago Today',Even
b'Amazon May Start a Bidding War With Walmart Over a Huge International Retailer',Positive
b'Markets to struggle until inflation fears calm: Expert',Negative
b'Broadcom raises offer to buy Qualcomm to $121 billion',Positive
b'The Modern Cell Carrier: How We Got Here',Even
b'Corporate buybacks on a roll',Positive
b'Stocks mixed as all eyes look to Fed',Even
b'Pro-Brexit lawmakers pressure British PM May over customs plan',Even
"b""Find out why 'white boxing' is real estate's hot new trend""",Even
b'Pope warns on being misled by the pursuit of money',Even
b'GoPro cuts 200 to 300 jobs in its aerial products division',Negative
"b""That fortune will be lost if you don't update estate plan to include cryptocurrency assets""",Even
"b'China retaliates for US tariffs, slaps duties on soybeans, planes; markets skid'",Negative
"b'Airbnb is making rents in New York City spike as owners yank units off the market, study finds'",Negative
b'Amazon cloud revenue jumps 45 percent in fourth quarter',Positive
"b""Putin reveals new Russian missile that can 'reach any point in the world'""",Negative
b'China issues first licenses to road test driverless vehicles',Positive
b'Wells Fargo loses a big client after dialing up risk in its target-date retirement funds',Negative
b'White House preparing for exit of national security advisor HR McMaster: NBC News',Even
"b'Jack Bogle: ETF market crash talk is bogus, but plain old index funds do better'",Even
"b'Tariffs would hurt US consumers and companies, business group warns'",Negative
"b'U.S., China rivalry poses risks, benefits for Latin America'",Even
b'San Francisco sues Jeff Sessions over repealed civil rights memos',Even
"b""UPDATE 4-Brazil's top court rules that ex-president Lula can be jailed""",Negative
b'Here are the US exports that could get slapped with retaliation by other countries',Negative
"b""Expect some 'fairly strong retaliation' by US trading partners""",Negative
"b""Cramer's sell-off strategy: This is a great opportunity to buy Amazon""",Positive
"b""The Diseases We Aren't CuringAnd Why""",Even
b'Small business workers saw their wages grow at the strongest rate in 2 years: Survey',Positive
"b'The Morning Ledger: Trump Postpones Tariff Decision for EU, Other U.S. Allies'",Even
"b""Buy Roku shares because it's the dominant leader in streaming video players: KeyBanc""",Positive
"b'Rules for bulls, bears and everyone in between'",Even
"b""How IBM's game show winning supercomputer is solving problems before they occur""",Even
"b""HSBC has worst gender pay gap among Britain's largest companies""",Negative
"b""Stifel downgrades Intel on worries its computer-server business is 'peaking,' upgrades AMD""",Negative
"b""Trump tweets fifth Amazon attack in a week, repeats false 'lobbyist' claim about Washington Post""",Negative
b'Some Oklahoma teachers find the grass really is greener in Texas',Even
"b'WSJ Wealth Adviser Briefing: Bank Deposits, Debt, Hiking Croatia'",Even
"b'Virgin Galactic completes first rocket powered, supersonic flight of new spacecraft Unity'",Positive
"b""Here's how to find your lost phone""",Even
"b""One of Wall Street's biggest bulls calls for downturn's end  sees stocks rallying 13%""",Positive
b'Facebook sent a doctor on a mission to ask hospitals to share patient data',Even
b'Party or not? Golden Globes proves test for Hollywood sex scandal...',Even
"b""Cramer's lightning round: Don't sell the stock of Ametek. It's a winner""",Positive
"b'As the U.S. Retreats, Europe Moves to Strengthen Ties With Cuba'",Even
b'Israel proposes ban on trading shares of cryptocurrency companies',Negative
b'UPDATE 4-Shell sweeps nine of 19 blocks awarded in Mexico oil auction',Positive
b'UPDATE 2-Swiss bank PKB broke money-laundering rules in Brazilian cases - FINMA',Negative
b'Where the ultra-rich live around the world',Negative
"b""Hope for an US-China trade agreement just got 'thrown under the bus,' says a Wall Street veteran""",Even
"b'The most common knee surgery for seniors is costly, and usually a waste'",Even
"b""Apple's Tim Cook: #MeToo, DACA activists and Parkland students are heroes""",Even
b'Liquor brands CEO says company is positioning to capitalize on the rise of cannabis',Positive
"b""Cramer's lightning round: Buy B&G Foods on its millennial advantage""",Positive
"b""Cramer's lightning round: Buy B&G Foods on its millennial advantage""",Positive
"b""BET founder: Trump's economy is bringing black workers back into the labor force""",Even
b'Live-Streamed Shootings Continue to Haunt Facebook',Negative
b'Cramer says owning too many stocks and too little cash can set you up for failure',Even
"b""Tech is under fire, but the charts don't point to disaster quite yet: Strategist""",Negative
"b'Automakers post mixed January vehicle sales, SUVs in favor'",Even
"b""Germany's Software AG names Sanjay Brahmawar as new CEO""",Positive
"b'Trump pressures Pelosi, Democrats on DACA a week before the next possible government shutdown'",Even
b'The GOP May Attempt Major Health Care or Welfare CutsWithout Any Democratic Votes',Even
"b'US productivity falls unexpectedly in the fourth quarter, while labor costs rise'",Negative
b'India Just Caused the Price of Bitcoin to Slide Again',Negative
b'Japanese regulators raid Coincheck in wake of $530 million crypto heist',Negative
"b""China will retaliate against Trump's tariffs, says former US ambassador""",Negative
b'UPDATE 3-Brazil farmers may reap benefits from U.S.-China trade tensions -official',Even
"b""War crimes are being committed in Syria's Ghouta, must be prosecuted -UN - Reuters""",Negative
"b'Ex-Colombia rebel leader, a presidential hopeful, to undergo heart surgery'",Even
b'Trump-allied America First Policies spends big on polling. Here are 24 of their internal reports',Even
b'A second front opens in the battle for Xerox as Deason sues to replace board',Negative
b'Term Sheet  Wednesday April 4',Even
"b""Cramer's top 2 investing rules for bulls, bears and everyone in between""",Even
b'Japan regulator conducting on-site inspection of Coincheck: Aso',Negative
b'Ralph Acampora: I am so bullish I have to sit down and calm down',Even
b'The Morning Risk Report: Panasonic Case Highlights Limits to Due Diligence',Even
b'Apollo Global approaches Xerox about possible acquisition: sources',Positive
b'Mixed Messages on Wall Street',Even
"b""Ellen DeGeneres grew up poor but says, 'You shouldn't live your life in fear of money'""",Even
b'Watch: Trump talks tax reform in West Virginia',Even
b'Top MBA programs beef up cyrptocurrency courses to keep up with demand',Even
b'Virgin Galactic will on Thursday attempt its first powered rocket flight since 2014 fatal crash',Positive
b'Four presumed dead in California Marine helicopter crash',Negative
b'Apple Just Poached Googles AI Chief. Now Maybe Siri Will Get Smarter',Positive
"b'GRAINS-Wheat firms, lingers near 8-day high as U.S. crop suffers'",Positive
b'Dollar hits new high for the year and this chart says rally could keep going',Positive
b'Amazon plans more Prime perks at Whole Foods says sources',Positive
"b""Google launches its competitor to Amazon's Alexa Fund to beef up its smart assistant""",Positive
b'Watch: Trump speaks at National Teacher of the Year reception',Even
"b""Bond markets will have a bad case of 'indigestion' as Fed preps for more hikes""",Negative
"b""Even Barbie can't save Mattel from holiday sales slump""",Negative
b'UPDATE 2-Brazil farmers may reap benefits from U.S.-China trade tensions -official',Even
b'DIARY-Emerging Markets Economic Events to April 30',Even
"b'Relations not so rosy with PM Rajoy, says rising ally Ciudadanos'",Even
b'Icahn sold one-third of his stake in crane maker Manitowoc last month',Negative
"b'Israeli fire kills Palestinian at Gaza border, with more frontier protests ahead'",Even
b'GRASSLEY SAYS WASHINGTON HAS RESPONSIBILITY TO MITIGATE DAMAGE TO U.S. AGRICULTURE FROM TRADE ACTIONS',Negative
"b'Cramer: Yes, disinterested teens can actually make the best investors'",Even
b'LinkedIn jobs report finds a 19.3% increase in March hiring',Positive
"b'Stocks making the biggest moves premarket: C, WFC, FB, INTC, SPOT, DAL, SHLD & more'",Even
b'Bond King Gundlach sees an unusual trend in gold. Heres why it could soon end',Even
b'South Korea wants to reduce tensions in any talks with Pyongyang',Positive
"b'Amgen reports profit below expectations, but earnings outlook tops forecasts'",Negative
"b'Yellen to start Monday at Brookings Institution, following Bernanke'",Even
b'ANALYSIS-U.S. trade ruling piles pressure on Boeing-Embraer talks',Negative
"b""Cramer pinpoints 4 stocks 'on a mission' to higher prices: Boeing, Mastercard, Idexx and Nvidia""",Positive
b'Bristol-Myers says a key trial for its lung cancer drug succeeds',Positive
b'Disney Is Taking a Very Different Marketing Approach With Solo: A Star Wars Story',Even
"b""Trump's tariffs 'like a first shot in a war': Nobel-winning economist Robert Shiller""",Negative
"b'Commodities tomorrow: Tariffs would raise oil and gas costs, as well'",Positive
b'ICOs may still be a way to get exposure to blockchain technology',Even
b'The Damaging Shortcuts Entrepreneurs Take When Raising Money',Even
"b'Australia, Japan mixed in early trade as many Asian markets shut for holiday'",Even
b'BP Reports Strong 1Q ProfitEnergy Journal',Positive
"b'Netanyahu told Trump about Iran claims in March, senior official says'",Even
"b""Detroit sheds financial oversight. 'They've earned their way out of it,' says Michigan governor""",Positive
"b""Tomorrow's jobs require impressing a bot with quick thinking""",Even
b'Real Time Economics: Is Inflation Peaking? | Tariff Reprieve | Italian Uncertainty - Real Time Economics - WSJ',Even
b'Gazprom seeks to halt Ukraine gas contracts as dispute escalates',Negative
"b""Top bank CEO: Trumps tariffs are a 'huge, huge mistake""",Negative
"b""Global retaliation to Trump tariffs: 'It could get pretty ugly pretty soon'""",Negative
b'Technology Is Everywhere. Tech Jobs? Not So Much.',Even
b'US construction spending rises as private outlays hit record high',Positive
"b""Saudi Arabia's Google talks prove Muhammad bin Salman is the most powerful leader in the Middle East""",Even
b'STOCKS SET FOR PLUNGE... DEVELOPING...',Negative
b'Prepare for a tax surprise if you use your 529 college savings plan for this',Even
"b""Facebook's privacy changes already briefly broke one app: Tinder""",Even
b'The Opioid Epidemic Is So Bad the Surgeon General Just Released the First Public Health Advisory in 13 Years',Negative
"b""Jamie Dimon backs Trump's 'legitimate complaints' over trade""",Even
"b""A record start to the year as the Dow soars past 25K, here's what traders are buying""",Positive
